,NOISE_FREE_GENE_INDICES,CLUSTER_NO,Distance_FROM_CLUSTER_CENTROID
825,825,0,6.28298229054508
826,826,0,6.697161272646254
827,827,0,5.917086025638081
828,828,0,6.116034658044473
829,829,0,6.342737793203976
830,830,0,6.452191129931973
831,831,0,6.640058071327015
832,832,0,6.548734315530984
833,833,0,6.244048217881255
834,834,0,5.057966494284054
835,835,0,4.356759933510032
836,836,0,6.610510876488444
837,837,0,5.952579124318668
838,838,0,6.390726630991125
839,839,0,6.125727694583368
840,840,0,6.442457650914589
841,841,0,6.335839662362657
842,842,0,6.184678367055245
843,843,0,6.363867560316206
844,844,0,6.461460868994928
845,845,0,6.0224253500074925
846,846,0,2.035421562279234
847,847,0,2.0350368762695
848,848,0,2.036448377401227
849,849,0,2.0318579085631163
850,850,0,2.0485129394442874
851,851,0,2.0480717461588243
852,852,0,2.0468117168076048
853,853,0,2.034991695051482
854,854,0,2.0398275041440153
855,855,0,2.0415267833344544
856,856,0,2.041051848701685
857,857,0,2.0367198093715335
858,858,0,2.046934304296136
859,859,0,2.0374247128525482
860,860,0,2.036999489008558
861,861,0,2.050548005415229
862,862,0,2.0320272661730576
863,863,0,2.0315826848122303
864,864,0,2.0346691403429955
865,865,0,2.0312690701389777
866,866,0,2.035774282638334
867,867,0,2.035519444226009
868,868,0,2.0321684818087413
869,869,0,2.031935080742014
870,870,0,2.035734043150531
871,871,0,2.035750308400783
872,872,0,2.0422399912097693
873,873,0,2.041946862960743
874,874,0,2.033258499540361
875,875,0,2.032706463521396
876,876,0,2.03633115436346
877,877,0,2.036161005757987
878,878,0,2.044441619881323
879,879,0,2.0442247091398134
880,880,0,2.038056274323805
881,881,0,2.0321234169811486
882,882,0,2.031742093025676
883,883,0,2.041675661500058
884,884,0,2.042514629216305
885,885,0,2.0402906036961146
886,886,0,2.0363149855576923
887,887,0,2.040819516105636
888,888,0,2.0406138085614525
889,889,0,2.041127589797674
890,890,0,2.040930650789634
891,891,0,2.032803012035088
892,892,0,2.033424566090699
893,893,0,2.037884010097194
894,894,0,2.0376024639333363
895,895,0,2.0286144461829076
896,896,0,2.028236245226936
897,897,0,2.0388595697329244
898,898,0,2.0331154544664765
899,899,0,2.040646748718255
900,900,0,2.048122962857594
901,901,0,2.047946032031333
902,902,0,2.0461464617495064
903,903,0,2.0459213579975417
904,904,0,2.0381836317208255
905,905,0,2.0278096031105304
906,906,0,2.0353354567867115
907,907,0,2.047234588445416
908,908,0,2.0419157986257424
909,909,0,2.0495072487150985
910,910,0,2.0446640694310663
911,911,0,2.0444953125757355
912,912,0,2.0494479319104215
913,913,0,2.0490809904321146
914,914,0,2.0375969466737
915,915,0,2.0334546509172493
916,916,0,2.03321421837255
917,917,0,2.044364352968182
918,918,0,2.0486047911339087
919,919,0,2.0299514797993443
920,920,0,2.0294724771901467
921,921,0,2.030957466351273
922,922,0,2.0389355577447574
923,923,0,2.038674227970599
924,924,0,2.031324603241426
925,925,0,2.0309094809742403
926,926,0,2.036979545761366
927,927,0,2.03905032034793
928,928,0,2.0402358334969133
929,929,0,2.040866331112709
930,930,0,2.0238804736490845
931,931,0,2.0306379241754224
932,932,0,2.030386605440804
933,933,0,2.035972387348266
934,934,0,2.025319224850678
935,935,0,2.0358790556989015
936,936,0,2.0346170623340223
937,937,0,2.037372807284737
938,938,0,2.0378187338615796
939,939,0,2.040463260377353
940,940,0,2.032754831132573
941,941,0,2.0423454348862675
942,942,0,2.042130134034349
943,943,0,2.0382273716951875
944,944,0,2.038227557820151
945,945,0,2.0369445376569266
946,946,0,2.0519930781723086
947,947,0,2.0388715126338335
948,948,0,2.0353470173694275
949,949,0,2.035611325435815
950,950,0,2.033428680284025
951,951,0,2.032923699187643
952,952,0,2.033059569210472
953,953,0,2.0321121033655056
954,954,0,2.0392128663658076
955,955,0,2.0526055958565337
956,956,0,2.0338110591130976
957,957,0,2.033637657785708
958,958,0,2.035636794425638
959,959,0,2.035477593937663
960,960,0,2.0189958675008404
961,961,0,2.033474285646561
962,962,0,2.0334387472714237
963,963,0,2.038196894766245
964,964,0,2.0379484431925694
965,965,0,2.0321673780855996
966,966,0,2.0366411333256234
967,967,0,2.036855755846257
968,968,0,2.0344234484386035
